IsRaceOn,TimestampMS,EngineMaxRpm,EngineIdleRpm,CurrentEngineRpm,AccelerationX,AccelerationY,AccelerationZ,VelocityX,VelocityY,VelocityZ,AngularVelocityX,AngularVelocityY,AngularVelocityZ,Yaw,Pitch,Roll,NormalizedSuspensionTravelFrontLeft,NormalizedSuspensionTravelFrontRight,NormalizedSuspensionTravelRearLeft,NormalizedSuspensionTravelRearRight,TireSlipRatioFrontLeft,TireSlipRatioFrontRight,TireSlipRatioRearLeft,TireSlipRatioRearRight,WheelRotationSpeedFrontLeft,WheelRotationSpeedFrontRight,WheelRotationSpeedRearLeft,WheelRotationSpeedRearRight,WheelOnRumbleStripFrontLeft,WheelOnRumbleStripFrontRight,WheelOnRumbleStripRearLeft,WheelOnRumbleStripRearRight,WheelInPuddleDepthFrontLeft,WheelInPuddleDepthFrontRight,WheelInPuddleDepthRearLeft,WheelInPuddleDepthRearRight,SurfaceRumbleFrontLeft,SurfaceRumbleFrontRight,SurfaceRumbleRearLeft,SurfaceRumbleRearRight,TireSlipAngleFrontLeft,TireSlipAngleFrontRight,TireSlipAngleRearLeft,TireSlipAngleRearRight,TireCombinedSlipRatioFrontLeft,TireCombinedSlipRatioFrontRight,TireCombinedSlipRatioRearLeft,TireCombinedSlipRatioRearRight,SuspensionTravelMetersFrontLeft,SuspensionTravelMetersFrontRight,SuspensionTravelMetersRearLeft,SuspensionTravelMetersRearRight,CarOrdinal,CarClass,CarPerformanceIndex,DrivetrainType,NumCylinders
1,2489671,8199.995,799.9995,5597.014,0.1017965,-0.5823433,-0.2075779,0.00354588,0.380961,22.09055,0.01865344,0.006683748,0.007553397,0.07502116,0.0172438,0.000512986,0.3750887,0.3794868,0.3578067,0.3538745,-0.001532312,-0.001330264,-5.26E-05,-6.17E-05,67.44328,67.41061,67.44273,67.41048,0,0,0,0,0,0,0,0,0,0,0,0,0.004240827,0.0016219,-0.001272823,0.005074321,0.004509168,0.002097656,0.001273909,0.005074696,-0.002370186,-0.001769356,-0.004731111,-0.005268298,2870,3,573,0,4
1,2489687,8199.995,799.9995,5596.122,0.05682483,3.730805,-0.2124135,0.002260685,0.3183616,22.08916,0.01215613,0.006728085,0.005865756,0.0751335,0.01749494,0.000625812,0.3681037,0.3709809,0.3379223,0.3349758,-0.001068671,-0.001251776,-0.00011023,-0.000106849,67.44379,67.411,67.44929,67.41774,0,0,0,0,0,0,0,0,0,0,0,0,0.004267741,0.001742602,-0.002316997,0.007379496,0.004399508,0.002145602,0.002319618,0.007380269,-0.003324419,-0.002931364,-0.007447556,-0.007850081,2870,3,573,0,4
1,2489703,8199.995,799.9995,5558.973,0.08895428,1.834761,-0.06798249,0.000225306,0.2592928,22.08694,0.002115546,0.006182663,0.003164566,0.07524213,0.01760425,0.00069969,0.3539996,0.3552325,0.3107937,0.3090351,-0.004786084,-0.004972682,-0.000102436,-0.000203597,67.40193,67.36945,67.45471,67.42439,0,0,0,0,0,0,0,0,0,0,0,0,-0.001363639,-0.004269256,-0.003730032,0.01057111,0.004976557,0.006553939,0.003731438,0.01057307,-0.005251206,-0.005082779,-0.01115364,-0.01139389,2870,3,573,0,4
1,2489718,8199.995,799.9995,5545.782,0.01667312,0.5119805,-0.1605454,-0.000785351,0.2035175,22.08128,-0.008171854,0.005815518,0.002276032,0.0753421,0.01753679,0.000746699,0.3402433,0.3390524,0.2893403,0.2888961,-0.01224731,-0.01272135,0.000210337,0.000178669,67.32944,67.29566,67.45433,67.4256,0,0,0,0,0,0,0,0,0,0,0,0,1.57E-05,-0.003174969,-0.005801633,0.01323406,0.01224732,0.01311157,0.005805445,0.01323527,-0.007130489,-0.007293165,-0.01408443,-0.01414511,2870,3,573,0,4
1,2489734,8199.995,799.9995,5556.928,0.06143738,-0.3509268,-0.2705427,-0.002228379,0.1537185,22.07161,-0.01626007,0.004884033,0.000573634,0.07542972,0.01731876,0.000768496,0.3330101,0.3292047,0.2789814,0.2793191,-0.01779619,-0.01849349,0.000490437,0.000396968,67.26182,67.23058,67.43468,67.41027,0,0,0,0,0,0,0,0,0,0,0,0,0.001116235,-0.002243699,-0.006682968,0.01476202,0.01783116,0.0186291,0.006700939,0.01476735,-0.008118615,-0.008638479,-0.01549958,-0.01545344,2870,3,573,0,4
1,2489750,8199.995,799.9995,5587.689,0.02095018,-0.8551609,-0.3931363,-0.002813935,0.1106855,22.05961,-0.02239505,0.004054045,-0.000422606,0.07550278,0.01698506,0.000768446,0.33092,0.3245293,0.2742783,0.2755395,-0.01867081,-0.01930795,0.000584229,0.000503159,67.23232,67.20587,67.40456,67.38419,0,0,0,0,0,0,0,0,0,0,0,0,0.002118058,-0.001313417,-0.007376436,0.01523184,0.01879056,0.01935258,0.007399536,0.01524015,-0.008404151,-0.009277195,-0.01614207,-0.01596977,2870,3,573,0,4
1,2489765,8199.995,799.9995,5630.293,0.06490912,-1.110544,-0.4227802,-0.002818942,0.07281497,22.04854,-0.02754159,0.003362915,-0.001289836,0.07556313,0.0165612,0.000754164,0.3330674,0.3239176,0.2756778,0.2774569,-0.01382141,-0.01438391,0.000456554,0.000396194,67.26027,67.23862,67.37426,67.35735,0,0,0,0,0,0,0,0,0,0,0,0,0.002746154,-0.000681201,-0.00762454,0.01487544,0.01409158,0.01440003,0.007638197,0.01488071,-0.008110799,-0.009360768,-0.01595089,-0.01570784,2870,3,573,0,4
1,2489781,8199.995,799.9995,5675.951,0.1629026,-1.201295,-0.4751037,-0.002384901,0.03989384,22.04234,-0.03268006,0.002800197,-0.002345322,0.07561334,0.01605112,0.00072324,0.3389568,0.3276722,0.283064,0.2849914,-0.002464691,-0.002612249,0.000121798,7.98E-05,67.35599,67.34146,67.35715,67.34314,0,0,0,0,0,0,0,0,0,0,0,0,0.003125273,-0.00022831,-0.007282317,0.01384746,0.003980206,0.002622207,0.007283335,0.01384769,-0.007306233,-0.008847848,-0.01494184,-0.01467854,2870,3,573,0,4
1,2489812,8199.995,799.9995,5717.063,0.03243324,-1.16097,-0.3674976,-0.00164485,0.01232874,22.04758,-0.03900041,0.002365978,-0.003390889,0.07565515,0.01544963,0.00067461,0.3469616,0.3343644,0.2946674,0.2964893,0.02667638,0.02734016,-0.001077913,-0.001147748,67.4159,67.41824,67.37223,67.36085,0,0,0,0,0,0,0,0,0,0,0,0,0.003251404,5.89E-05,-0.006511532,0.01231103,0.0268738,0.02734022,0.006600147,0.01236442,-0.006212682,-0.007933609,-0.01335669,-0.01310779,2870,3,573,0,4
1,2489828,8199.995,799.9995,5748.796,0.1637097,-1.023798,-0.1111417,-0.000716686,-0.01060227,22.05987,-0.04482926,0.002050608,-0.004461534,0.07569047,0.01474507,0.000608311,0.3561058,0.3420791,0.3098552,0.3113466,0.0360327,0.03276399,-0.001685308,-0.001756254,67.67281,67.71902,67.40371,67.39386,0,0,0,0,0,0,0,0,0,0,0,0,0.003231133,0.000303886,-0.005407995,0.01034774,0.03617728,0.0327654,0.005664509,0.01049572,-0.004963472,-0.006879687,-0.01128185,-0.0110781,2870,3,573,0,4
1,2489843,8199.995,799.9995,5769.215,0.06879809,-0.8227232,0.2216521,0.000311494,-0.0296447,22.08486,-0.05118034,0.001791631,-0.005623114,0.07572051,0.01393609,0.000523096,0.3654868,0.3500995,0.3276616,0.3282411,0.05444814,0.04821394,-0.00107095,-0.001176018,67.91227,68.00171,67.49356,67.48627,0,0,0,0,0,0,0,0,0,0,0,0,0.003058384,0.000508853,-0.004175,0.008336702,0.05453397,0.04821663,0.004310169,0.008419242,-0.003681928,-0.005784005,-0.008849286,-0.008770123,2870,3,573,0,4
1,2489859,8199.995,799.9995,5779.736,0.09389704,-0.589171,0.6293505,0.001398087,-0.04584473,22.12212,-0.05752178,0.001589857,-0.006856336,0.07574594,0.01302082,0.000417775,0.3741989,0.3576676,0.348395,0.3474137,0.07490208,0.06304974,-0.001429187,-0.001642519,68.15847,68.31606,67.61113,67.60614,0,0,0,0,0,0,0,0,0,0,0,0,0.002822073,0.000760706,-0.002699798,0.006106275,0.07495522,0.06305433,0.003054748,0.006323327,-0.00249175,-0.004750118,-0.006016865,-0.006150916,2870,3,573,0,4
1,2489875,8199.995,799.9995,5785.221,0.1009584,-0.3427659,1.175784,0.002477646,-0.06001294,22.1696,-0.06283642,0.001307164,-0.008087297,0.07576764,0.01200699,0.000291603,0.3807575,0.362879,0.3707839,0.368504,0.08460454,0.09075495,-0.001815552,-0.001856526,68.58337,68.63906,67.76231,67.7569,0,0,0,0,0,0,0,0,0,0,0,0,0.002405037,0.000921158,-0.000806279,0.003879417,0.08463871,0.09075962,0.001986533,0.004300763,-0.001595773,-0.004038177,-0.002958283,-0.003269739,2870,3,573,0,4
1,2489890,8199.995,799.9995,5792.335,0.09306902,-0.1083541,1.618114,0.003548026,-0.07293926,22.22527,-0.06638183,0.001282846,-0.009271642,0.07578892,0.01092154,0.00014541,0.3857424,0.366278,0.3935602,0.3900338,0.1119111,0.1190342,-0.002053831,-0.002030349,68.99423,69.06036,67.93571,67.93028,0,0,0,0,0,0,0,0,0,0,0,0,0.002306132,0.001470965,0.001108779,0.001569457,0.1119349,0.1190433,0.002334012,0.002566225,-0.000914775,-0.003573835,0.000153229,-0.000328511,2870,3,573,0,4
1,2489906,8199.995,799.9995,5792.527,0.1127164,0.103588,2.14055,0.004536986,-0.08458132,22.28689,-0.06751718,0.001267287,-0.01041288,0.07581009,0.009799468,-2.03E-05,0.3890292,0.3684233,0.4162957,0.412177,0.1305376,0.1381745,-0.002112226,-0.002083062,69.34624,69.4171,68.12495,68.11967,0,0,0,0,0,0,0,0,0,0,0,0,0.001859298,0.001714394,0.002984616,-0.000732702,0.1305508,0.1381851,0.003656423,0.002208167,-0.000465751,-0.003280766,0.003259175,0.002696507,2870,3,573,0,4
1,2489921,8199.995,799.9995,5793.274,0.1064699,0.2880261,2.494168,0.005408287,-0.09468216,22.35168,-0.0655698,0.001275788,-0.01121318,0.07583144,0.008687044,-0.000202482,0.3899401,0.3685556,0.4380722,0.4339192,0.1418065,0.1491592,-0.002070549,-0.0020387,69.63673,69.70267,68.32046,68.31525,0,0,0,0,0,0,0,0,0,0,0,0,0.001395291,0.001937196,0.004682608,-0.002876051,0.1418133,0.1491718,0.00511996,0.003525333,-0.000341319,-0.003262684,0.006234087,0.00566674,2870,3,573,0,4
1,2489937,8199.995,799.9995,5799.628,0.08457941,0.4348176,2.922392,0.006118536,-0.1035541,22.4173,-0.06027618,0.001334885,-0.0115589,0.07585357,0.007640978,-0.000392965,0.3889325,0.3675968,0.4580497,0.4536144,0.1488986,0.1570912,-0.001980733,-0.001946282,69.90116,69.9781,68.51456,68.50908,0,0,0,0,0,0,0,0,0,0,0,0,0.000893153,0.002073508,0.006224193,-0.0048265,0.1489012,0.1571048,0.006531759,0.005204144,-0.000478968,-0.003393672,0.00896325,0.008357339,2870,3,573,0,4
1,2489953,8199.995,799.9995,5815.608,0.1042171,0.5340444,3.180207,0.006670713,-0.1107158,22.48252,-0.05208289,0.001396268,-0.01161642,0.07587689,0.006711552,-0.00058658,0.3865223,0.3656861,0.4755397,0.4708642,0.1517321,0.1595008,-0.00189505,-0.001857585,70.12043,70.18919,68.70379,68.69792,0,0,0,0,0,0,0,0,0,0,0,0,0.000432871,0.002169024,0.007563685,-0.006518017,0.1517327,0.1595156,0.00779747,0.006777548,-0.000808232,-0.003654696,0.01135258,0.01071387,2870,3,573,0,4
1,2489968,8199.995,799.9995,5841.364,0.05120352,0.5933903,3.373434,0.00708878,-0.1156037,22.54698,-0.0419222,0.001468521,-0.01140535,0.07590137,0.005940062,-0.000778281,0.3828817,0.3627415,0.4899144,0.4845639,0.155083,0.161454,-0.001850122,-0.001816557,70.3502,70.40494,68.88786,68.88157,0,0,0,0,0,0,0,0,0,0,0,0,8.17E-05,0.002259938,0.008636846,-0.007878487,0.1550831,0.1614698,0.008832783,0.008085199,-0.001305573,-0.004056968,0.01331634,0.0125854,2870,3,573,0,4
1,2489984,8199.995,799.9995,5875.945,0.1022247,0.6169775,3.528166,0.007916212,-0.1180857,22.61131,-0.03091261,0.001778562,-0.01048943,0.07592776,0.005347289,-0.00096363,0.378427,0.3591855,0.4994009,0.4940239,0.161402,0.1662157,-0.001856132,-0.001826279,70.60268,70.64241,69.06985,69.06312,0,0,0,0,0,0,0,0,0,0,0,0,0.01079595,0.01328323,0.009331047,-0.008810503,0.1617627,0.1667456,0.009513866,0.008997792,-0.001914144,-0.004542753,0.0146123,0.01387776,2870,3,573,0,4
1,2490000,8199.995,799.9995,5916.116,0.1084911,0.6083212,3.607583,0.0118407,-0.1183472,22.67662,-0.02028323,0.004095946,-0.007187711,0.07598376,0.004936491,-0.001094133,0.3737159,0.3553517,0.5070751,0.5000072,0.1721546,0.1805027,-0.001961494,-0.001886401,70.90675,70.97106,69.26057,69.24141,0,0,0,0,0,0,0,0,0,0,0,0,0.005840096,0.008509633,0.009029259,-0.01013103,0.1722536,0.1807031,0.009239858,0.01030516,-0.002557732,-0.005066499,0.0156607,0.01469513,2870,3,573,0,4
1,2490015,8199.995,799.9995,5958.994,0.0901393,0.5749763,3.620558,0.01090515,-0.116611,22.74443,-0.01082755,0.004153424,-0.00826373,0.07605283,0.004692035,-0.00122874,0.3685425,0.3513184,0.5115594,0.5026728,0.1903995,0.1948186,-0.002051816,-0.002078115,71.2991,71.31652,69.45369,69.43482,0,0,0,0,0,0,0,0,0,0,0,0,0.007624434,0.01037608,0.0101385,-0.009538548,0.1905521,0.1950947,0.01034404,0.009762297,-0.003264479,-0.005617492,0.0162733,0.01505928,2870,3,573,0,4
1,2490031,8199.995,799.9995,5999.748,0.1414424,0.523954,3.816928,0.01327169,-0.1136216,22.81577,-0.003361103,0.005816412,-0.005856665,0.07614141,0.004587417,-0.001333438,0.3636657,0.3475382,0.5123988,0.5021949,0.2133757,0.2184432,-0.002273647,-0.002257136,71.72681,71.74739,69.66416,69.63605,0,0,0,0,0,0,0,0,0,0,0,0,0.003724864,0.006440591,0.009761352,-0.009841255,0.2134082,0.2185381,0.01002265,0.01009678,-0.00393071,-0.006133914,0.01638798,0.014994,2870,3,573,0,4
1,2490062,8199.995,799.9995,6035.989,0.1441218,0.4546309,3.945709,0.0124346,-0.1105122,22.8911,0.001376877,0.005842899,-0.005807625,0.07623617,0.004581101,-0.001439461,0.3591768,0.3445902,0.511239,0.5003193,0.2408179,0.241176,-0.002515582,-0.002465097,72.2359,72.20529,69.88545,69.85797,0,0,0,0,0,0,0,0,0,0,0,0,0.01563998,0.01829124,0.01020509,-0.009024184,0.2413252,0.2418686,0.01051056,0.009354818,-0.004543945,-0.00653664,0.01622953,0.01473778,2870,3,573,0,4
1,2490078,8199.995,799.9995,6067.884,0.1354986,0.3743947,4.133706,0.01315033,-0.1078775,22.97023,0.003542124,0.006761649,-0.004070838,0.07634546,0.004628423,-0.001511595,0.3551924,0.3422953,0.5085761,0.4970766,0.2659918,0.2661633,-0.002676748,-0.002717444,72.7159,72.67765,70.12495,70.0916,0,0,0,0,0,0,0,0,0,0,0,0,-0.000242687,0.002220597,0.009728208,-0.008933363,0.2659919,0.2661726,0.01008975,0.00933753,-0.005088262,-0.006850153,0.01586575,0.01429479,2870,3,573,0,4
1,2490093,8199.995,799.9995,6095.739,0.1037369,0.293339,4.32969,0.01233721,-0.106107,23.05259,0.003543681,0.006701429,-0.002999449,0.07645379,0.004690093,-0.001578142,0.3516275,0.3407664,0.5047166,0.4927067,0.2898721,0.2837446,-0.002867174,-0.002856293,73.18899,73.09246,70.37419,70.34173,0,0,0,0,0,0,0,0,0,0,0,0,0.01226037,0.01460512,0.009665185,-0.008232479,0.2901312,0.2841203,0.01008149,0.008713904,-0.005575269,-0.007059015,0.0153385,0.0136978,2870,3,573,0,4
1,2490109,8199.995,799.9995,6121.29,0.1280843,0.2177235,4.459072,0.01145184,-0.105505,23.13737,0.002000069,0.006751111,-0.002172198,0.07656959,0.004735911,-0.001612813,0.3485344,0.3398794,0.5004311,0.4879563,0.3040786,0.2972687,-0.002917196,-0.00303532,73.59761,73.48035,70.6347,70.60061,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639107,-0.004271032,0.009338238,-0.007738133,0.3041457,0.2972994,0.009783288,0.008312152,-0.005997814,-0.007180192,0.01475304,0.01304885,2870,3,573,0,4
1,2490125,8199.995,799.9995,6144.934,0.1422275,0.1521094,4.594954,0.01143205,-0.1061583,23.22359,-0.000505996,0.007020176,-9.30E-05,0.07668249,0.004746016,-0.001631428,0.3458918,0.3395264,0.4962357,0.4833666,0.3191619,0.3076383,-0.003025809,-0.003073935,74.00484,73.85326,70.90084,70.86609,0,0,0,0,0,0,0,0,0,0,0,0,0.006757898,0.008786618,0.008895458,-0.007386709,0.3192334,0.3077638,0.009395993,0.008000785,-0.006358825,-0.007228412,0.01417991,0.01242184,2870,3,573,0,4
1,2490140,8199.995,799.9995,6168.742,0.1439712,0.09977627,4.751105,0.00968492,-0.1079976,23.31081,-0.003503036,0.006471655,0.000262343,0.07679486,0.004708855,-0.001630449,0.343585,0.339648,0.4918752,0.478829,0.3256924,0.3118129,-0.003003709,-0.003146606,74.34512,74.15867,71.16924,71.13753,0,0,0,0,0,0,0,0,0,0,0,0,0.005807071,0.007738309,0.008816317,-0.00667893,0.3257442,0.3119089,0.009313953,0.007383037,-0.006673962,-0.007211804,0.01358421,0.01180195,2870,3,573,0,4
1,2490156,8199.995,799.9995,6192.682,0.1346578,0.06093646,4.96172,0.01092911,-0.1109435,23.39838,-0.006591393,0.007486689,0.00340751,0.07691465,0.004620393,-0.001587998,0.3414139,0.3399653,0.4883563,0.4750999,0.3282347,0.3153013,-0.003037657,-0.003114882,74.64479,74.47649,71.44355,71.40614,0,0,0,0,0,0,0,0,0,0,0,0,0.005089391,0.006962083,0.00800717,-0.006819905,0.3282742,0.3153782,0.008564002,0.007497573,-0.006970555,-0.007168457,0.01310349,0.0112925,2870,3,573,0,4
1,2490171,8199.995,799.9995,6216.543,0.1066833,0.03366917,4.99566,0.009470463,-0.1148351,23.48603,-0.009319698,0.007162203,0.004104863,0.0770345,0.004483333,-0.001530981,0.339202,0.3397937,0.4857863,0.4726206,0.3331993,0.3172056,-0.003024437,-0.003078574,74.9844,74.77878,71.71382,71.67886,0,0,0,0,0,0,0,0,0,0,0,0,0.01595278,0.017892,0.008187698,-0.006189519,0.333581,0.3177098,0.008728438,0.006912869,-0.007272735,-0.007191904,0.01275239,0.01095381,2870,3,573,0,4
1,2490187,8199.995,799.9995,6241.132,0.1251632,0.0154413,5.075973,0.009580135,-0.1194952,23.57365,-0.01135701,0.007782984,0.006038519,0.07716291,0.004307151,-0.00143604,0.3369467,0.3393759,0.4841023,0.4711201,0.3338307,0.3205789,-0.002954857,-0.003071114,75.27472,75.09724,71.98656,71.9473,0,0,0,0,0,0,0,0,0,0,0,0,0.000342377,0.002244629,0.007830627,-0.006266376,0.3338309,0.3205868,0.008369582,0.006978482,-0.007580832,-0.007248975,0.01252235,0.01074883,2870,3,573,0,4
1,2490203,8199.995,799.9995,6265.993,0.145496,0.002791489,5.107784,0.007795572,-0.1248195,23.66102,-0.01257638,0.007234568,0.006404543,0.07728519,0.004104936,-0.001337898,0.3346528,0.3389744,0.4832042,0.4707951,0.3394506,0.3223608,-0.002914371,-0.003023619,75.61457,75.39716,72.25372,72.21758,0,0,0,0,0,0,0,0,0,0,0,0,0.006533815,0.00856431,0.008138242,-0.005855917,0.3395135,0.3224745,0.008644336,0.00659045,-0.007894211,-0.007303834,0.01239964,0.01070443,2870,3,573,0,4
1,2490218,8199.995,799.9995,6291.833,0.1265174,-0.008859564,5.071252,0.006243348,-0.1305822,23.74812,-0.01290313,0.006791981,0.006941545,0.07740454,0.003890768,-0.00122046,0.3323663,0.3382154,0.4830722,0.4715504,0.3415729,0.324415,-0.002842547,-0.003013524,75.91235,75.69321,72.51994,72.48508,0,0,0,0,0,0,0,0,0,0,0,0,-0.006601268,-0.004495744,0.008241297,-0.005814041,0.3416367,0.3244461,0.008717743,0.006548618,-0.008206576,-0.007407516,0.01238162,0.01080761,2870,3,573,0,4
1,2490234,8199.995,799.9995,6317.959,0.1104027,-0.01940675,5.151946,0.005410194,-0.1365422,23.83479,-0.01221709,0.006561625,0.008251697,0.07751437,0.003680951,-0.001093065,0.3299486,0.3368849,0.4836348,0.4731973,0.3465951,0.3289901,-0.002825985,-0.002929435,76.24179,76.03078,72.78317,72.75012,0,0,0,0,0,0,0,0,0,0,0,0,0.00363967,0.005943144,0.00831513,-0.005948157,0.3466142,0.3290437,0.008782231,0.006630397,-0.008536853,-0.007589273,0.01245848,0.0110326,2870,3,573,0,4
1,2490250,8199.995,799.9995,6344.656,0.08968884,-0.0340757,5.192346,0.00396657,-0.1424789,23.9211,-0.01043131,0.006003472,0.008514737,0.07761785,0.003493193,-0.000954787,0.327373,0.3350759,0.48467,0.4753686,0.3509478,0.3356649,-0.002798283,-0.002856335,76.56117,76.3727,73.0434,73.01301,0,0,0,0,0,0,0,0,0,0,0,0,0.004657155,0.007141897,0.008591974,-0.005971974,0.3509787,0.3357409,0.009036172,0.006619904,-0.008888714,-0.007836409,0.0125999,0.01132921,2870,3,573,0,4
1,2490265,8199.995,799.9995,6371.982,0.114206,-0.05435371,5.155621,0.00265944,-0.1482081,24.00693,-0.007529597,0.005493122,0.008513193,0.07771526,0.003346214,-0.000808341,0.324646,0.3327529,0.4854422,0.47738,0.3554828,0.343821,-0.002706426,-0.00285498,76.88338,76.73196,73.30087,73.27263,0,0,0,0,0,0,0,0,0,0,0,0,-0.005336195,-0.002681209,0.008769031,-0.006077487,0.3555228,0.3438314,0.009177181,0.006714667,-0.00926125,-0.008153751,0.01270539,0.011604,2870,3,573,0,4
1,2490281,8199.995,799.9995,6400.314,0.05225417,-0.08363134,5.173129,-8.79E-05,-0.1537252,24.09216,-0.003540082,0.003910244,0.00713954,0.07779385,0.003257837,-0.000677253,0.3214731,0.3298216,0.4857817,0.4792985,0.3632117,0.3508013,-0.002650128,-0.002809999,77.2392,77.07752,73.55229,73.53181,0,0,0,0,0,0,0,0,0,0,0,0,-0.008934456,-0.006042159,0.009123698,-0.005927366,0.3633215,0.3508533,0.009500791,0.006559708,-0.00969471,-0.008554205,0.01275177,0.01186609,2870,3,573,0,4
1,2490312,8199.995,799.9995,6429.788,0.04598683,-0.1299067,5.14997,-0.001381278,-0.1591909,24.17656,0.001731204,0.002823585,0.007203139,0.07784823,0.003248643,-0.000557162,0.3171262,0.325417,0.486053,0.4812186,0.3745419,0.3611205,-0.002634898,-0.00273351,77.62014,77.46278,73.80059,73.78569,0,0,0,0,0,0,0,0,0,0,0,0,-0.004965086,-0.001810829,0.008960033,-0.006291782,0.3745748,0.3611251,0.009339426,0.006859927,-0.01028854,-0.009155922,0.01278884,0.0121284,2870,3,573,0,4
1,2490328,8199.995,799.9995,6460.453,0.03954759,-0.1907607,5.068542,-0.002303839,-0.1639851,24.26036,0.007863853,0.00201581,0.006732665,0.07788721,0.003336379,-0.000441152,0.3125993,0.3204829,0.485855,0.4826219,0.3822592,0.3738287,-0.002627695,-0.002701418,77.94814,77.86037,74.04634,74.03565,0,0,0,0,0,0,0,0,0,0,0,0,-0.004431041,-0.001103769,0.008836913,-0.00653768,0.3822849,0.3738304,0.009219317,0.007073819,-0.01090697,-0.009829983,0.01276179,0.0123201,2870,3,573,0,4
1,2490343,8199.995,799.9995,6492.206,0.01339567,-0.2601562,5.052564,-0.002937675,-0.1677523,24.34361,0.01455168,0.001380443,0.00600989,0.07791441,0.003532411,-0.000335569,0.308139,0.3154127,0.4851028,0.4832763,0.3878911,0.3861876,-0.002627793,-0.002681453,78.26295,78.25032,74.28994,74.2826,0,0,0,0,0,0,0,0,0,0,0,0,-0.004063631,-0.00060232,0.00872679,-0.006662999,0.3879124,0.3861881,0.009113844,0.007182322,-0.0115163,-0.01052263,0.01265902,0.0124095,2870,3,573,0,4
1,2490359,8199.995,799.9995,6524.23,0.04850918,-0.3339456,5.059507,-0.003352761,-0.1701611,24.42663,0.02125763,0.000873195,0.005184515,0.07793225,0.003840918,-0.000243241,0.3038845,0.3104406,0.4837245,0.4830681,0.3921837,0.3969123,-0.002663107,-0.002692566,78.56491,78.62296,74.53285,74.52824,0,0,0,0,0,0,0,0,0,0,0,0,-0.003791077,-0.000270728,0.00858737,-0.00669219,0.392202,0.3969124,0.008990832,0.007213552,-0.01209752,-0.01120187,0.01247074,0.01238106,2870,3,573,0,4
1,2490375,8199.995,799.9995,6555.109,-0.02606803,-0.406014,5.038704,-0.003610969,-0.1708369,24.50993,0.02731932,0.000433888,0.004519766,0.07794239,0.004255795,-0.000163601,0.3001016,0.3059598,0.4817156,0.4822191,0.3951457,0.4036943,-0.002732683,-0.00274188,78.84796,78.9414,74.77727,74.77502,0,0,0,0,0,0,0,0,0,0,0,0,-0.003588636,-0.000122254,0.008362999,-0.006693271,0.395162,0.4036943,0.008798143,0.007233104,-0.0126143,-0.01181401,0.01219629,0.01226508,2870,3,573,0,4
1,2490390,8199.995,799.9995,6583.939,0.03777847,-0.4686871,5.020736,-0.003769517,-0.1697212,24.59394,0.03210595,6.25E-05,0.003962218,0.07794586,0.004760311,-9.36E-05,0.2970542,0.3022688,0.4790845,0.4805729,0.3956058,0.4058858,-0.002829599,-0.002831339,79.11317,79.22562,75.02549,75.0252,0,0,0,0,0,0,0,0,0,0,0,0,-0.003428533,-0.000103928,0.008057584,-0.006643431,0.3956206,0.4058858,0.008539982,0.00722161,-0.01303062,-0.01231825,0.01183686,0.01204018,2870,3,573,0,4
1,2490406,8199.995,799.9995,6609.73,0.0369184,-0.5185788,5.041373,-0.003856182,-0.1671381,24.67906,0.03513385,-0.000257601,0.003566668,0.07794371,0.005328394,-3.19E-05,0.2949914,0.2995514,0.4758501,0.4780944,0.3962892,0.4057209,-0.00294329,-0.002938777,79.39125,79.48567,75.27936,75.28069,0,0,0,0,0,0,0,0,0,0,0,0,-0.003304243,-0.000207584,0.007684533,-0.006523252,0.396303,0.405721,0.008228913,0.007154665,-0.01331241,-0.01268947,0.01139499,0.01170159,2870,3,573,0,4
1,2490421,8199.995,799.9995,6631.455,-0.03040072,-0.5592965,5.051844,-0.003898025,-0.1640683,24.76546,0.03583114,-0.000541358,0.003223593,0.07793655,0.00592457,2.46E-05,0.2941375,0.2980634,0.4703648,0.4730735,0.3999563,0.4064093,-0.003085689,-0.003088542,79.69605,79.76711,75.53983,75.54248,0,0,0,0,0,0,0,0,0,0,0,0,-0.003200721,-0.000405136,0.007098157,-0.006187394,0.3999692,0.4064095,0.007739852,0.006915413,-0.01342908,-0.01289275,0.01064564,0.01101568,2870,3,573,0,4
1,2490437,8199.995,799.9995,6649.123,-0.002406508,-0.5908948,5.094584,-0.003862858,-0.1610322,24.85327,0.03412573,-0.000789959,0.00263326,0.07792513,0.006507673,7.27E-05,0.2946206,0.2979676,0.4650032,0.4677953,0.401067,0.4065827,-0.003228972,-0.003242288,79.97247,80.03411,75.80801,75.81174,0,0,0,0,0,0,0,0,0,0,0,0,-0.00292466,-0.000485577,0.006524492,-0.00574221,0.4010777,0.406583,0.007279784,0.006594347,-0.01336308,-0.01290584,0.009913176,0.01029462,2870,3,573,0,4
1,2490453,8199.995,799.9995,6665.542,-0.00658682,-0.6026514,5.140522,-0.003759861,-0.1580415,24.94267,0.03025183,-0.001046454,0.001924916,0.07790951,0.007042567,0.000109734,0.2967945,0.2997096,0.4603631,0.4630788,0.3874744,0.3912489,-0.003322721,-0.003347485,80.10116,80.1428,76.08443,76.08921,0,0,0,0,0,0,0,0,0,0,0,0,-0.002746106,-0.000697487,0.00603214,-0.005374569,0.3874841,0.3912495,0.006886739,0.006331796,-0.0130661,-0.01266785,0.009279296,0.00965029,2870,3,573,0,4
